Title,Company,Location,Experience,Summary,Skills,Posting_Date,Job_URL,Job_Type,Scraped_Timestamp,Processed_Skill_Tokens,Skills_For_TFIDF,Cluster_Label
Software Engineer - Full Stack,Relyance AI,"Bengaluru, Karnataka, India",4-6 year,"As Relyance AI’s Software Engineer - Full Stack, you will be responsible for building and maintaining the core systems that power our Relyance product. This role requires a well-rounded engineer...","Aartificial intelligence,Analytical and Problem solving,Database,Django,FastAPI,GraphQL,Linux Operating system,Machine learning techniques,Microsoft Office suites,Python Programming,REST API,SQL,TypeScript,UI design,Unix Operating system,UX design",28 Dec 2024,https://www.karkidi.com/job-details/86939-software-engineer-full-stack-job,Full Time,2025-05-20T18:01:32.544428,"['aartificial intelligence', 'analytical and problem solving', 'database', 'django', 'fastapi', 'graphql', 'linux operating system', 'machine learning techniques', 'microsoft office suites', 'python programming', 'rest api', 'sql', 'typescript', 'ui design', 'unix operating system', 'ux design']",aartificial intelligence analytical and problem solving database django fastapi graphql linux operating system machine learning techniques microsoft office suites python programming rest api sql typescript ui design unix operating system ux design,1
Senior Software Engineer- ML/NLP,Relyance AI,"Bengaluru, Karnataka, India",8-10 year,"As Relyance AI’s ML/NLP Engineer, you will strategize, drive, and execute on the initiatives in NLP for information extraction from legal documents, ML/NLP for information extraction from code...","Aartificial intelligence,BERT,C# Programming,C++,JavaScript,Large Language Models - LLMs,Machine learning techniques,Natural Language Processing (NLP),Python Programming,Scala Programming",28 Dec 2024,https://www.karkidi.com/job-details/86936-senior-software-engineer-ml-nlp-job,Full Time,2025-05-20T18:01:32.545188,"['aartificial intelligence', 'bert', 'c# programming', 'c++', 'javascript', 'large language models - llms', 'machine learning techniques', 'natural language processing', 'python programming', 'scala programming']",aartificial intelligence bert c# programming c++ javascript large language models - llms machine learning techniques natural language processing python programming scala programming,0
Analytics Engineer- II,Moveworks,"Bengaluru, Karnataka, India",4-6 year,Moveworks is the universal AI copilot for search and automation across all your business applications. We give employees one place to go to find information and get support while reducing costs...,"Apache Airflow,Data Biuld Tool - dbt,Data science techniques,Database,ETL frameworks,Fivetran,Linux Operating system,PowerBI,Python Programming,PyTorch,Snowflake,SQL,Tableau,Unix Operating system",27 Dec 2024,https://www.karkidi.com/job-details/86892-analytics-engineer-ii-job,Full Time,2025-05-20T18:01:32.545791,"['apache airflow', 'data biuld tool - dbt', 'data science techniques', 'database', 'etl frameworks', 'fivetran', 'linux operating system', 'powerbi', 'python programming', 'pytorch', 'snowflake', 'sql', 'tableau', 'unix operating system']",apache airflow data biuld tool - dbt data science techniques database etl frameworks fivetran linux operating system powerbi python programming pytorch snowflake sql tableau unix operating system,1
"Staff Engineer, Core Infrastructure",Moveworks,"Bengaluru, Karnataka, India",8-10 year,Moveworks is the universal AI copilot for search and automation across all your business applications. We give employees one place to go to find information and get support while reducing costs...,"Aartificial intelligence,Analytical and Problem solving,AWS,Azure,C++,Containerization,Deep Learning,Docker,GoLang,Google Cloud Platform (GCP),Linux Operating system,Python Programming,Unix Operating system",27 Dec 2024,https://www.karkidi.com/job-details/86890-staff-engineer-core-infrastructure-job,Full Time,2025-05-20T18:01:32.546384,"['aartificial intelligence', 'analytical and problem solving', 'aws', 'azure', 'c++', 'containerization', 'deep learning', 'docker', 'golang', 'google cloud platform', 'linux operating system', 'python programming', 'unix operating system']",aartificial intelligence analytical and problem solving aws azure c++ containerization deep learning docker golang google cloud platform linux operating system python programming unix operating system,1
"Data Scientist, Product, Advertiser Platform Account Management",Google,"Bengaluru, Karnataka, India",4-6 year,"Minimum qualifications: Master's degree in Statistics, Economics, Engineering, Mathematics, a related quantitative field, or equivalent practical experience. 3 years of...","A/B Testing,Aartificial intelligence,Analytical and Problem solving,Bayesian networks,Data Warehousing,Database,Machine learning techniques,Natural Language Processing (NLP),R Programming,SAS,SPSS Statistics,SQL,Stata",25 Dec 2024,https://www.karkidi.com/job-details/86780-data-scientist-product-advertiser-platform-account-management-job,Full Time,2025-05-20T18:01:32.546985,"['a b testing', 'aartificial intelligence', 'analytical and problem solving', 'bayesian networks', 'data warehousing', 'database', 'machine learning techniques', 'natural language processing', 'r programming', 'sas', 'spss statistics', 'sql', 'stata']",a b testing aartificial intelligence analytical and problem solving bayesian networks data warehousing database machine learning techniques natural language processing r programming sas spss statistics sql stata,0
"Data Scientist, Product, Google Ads Billing",Google,"Bengaluru, Karnataka, India",6-8 year,"Minimum qualifications: Master's degree in Statistics, Economics, Engineering, Mathematics, a related quantitative field, or equivalent practical experience 3 years of...","Data science techniques,Database,MATLAB Programming,Multivariate analysis,R Programming,SAS,SQL,Stata",25 Dec 2024,https://www.karkidi.com/job-details/86777-data-scientist-product-google-ads-billing-job,Full Time,2025-05-20T18:01:32.547597,"['data science techniques', 'database', 'matlab programming', 'multivariate analysis', 'r programming', 'sas', 'sql', 'stata']",data science techniques database matlab programming multivariate analysis r programming sas sql stata,4
AIML - Language Engineer (India),Apple Inc.,"Hyderabad, Telangana, India",6-8 year,People at Apple don’t just build products — they craft the kind of experience that has revolutionised entire industries. The diverse collection of our people and their ideas encourage...,"Aartificial intelligence,C++,Data Classification,GoLang,JavaScript,Machine learning techniques,Natural Language Processing (NLP),Objective-C,Python Programming,Regression Analysis,Swift",23 Dec 2024,https://www.karkidi.com/job-details/86755-aiml-language-engineer-india-job,Full Time,2025-05-20T18:01:32.548226,"['aartificial intelligence', 'c++', 'data classification', 'golang', 'javascript', 'machine learning techniques', 'natural language processing', 'objective-c', 'python programming', 'regression analysis', 'swift']",aartificial intelligence c++ data classification golang javascript machine learning techniques natural language processing objective-c python programming regression analysis swift,0
Senior Software Engineer - Data,Enlyft,"Pune, Maharashtra, India",8-10 year,"Data and AI are at the core of the Enlyft platform. We are looking for creative, customer and detail-obsessed data engineers who can contribute to our strong engineering culture. Our big data...","Amazon RedShift,Amazon Simple Storage Service (S3),Apache Cassandra,Apache Hadoop,Apache Kafka,API,AWS,Azure,Data Warehousing,Database,ETL frameworks,Google BigQuery,Google Cloud Platform (GCP),Google Dataflow,JavaScript,MySQL,NoSQL,Postgres,Python Programming,Spark-SQL",22 Dec 2024,https://www.karkidi.com/job-details/86697-senior-software-engineer-data-job,Full Time,2025-05-20T18:01:32.548833,"['amazon redshift', 'amazon simple storage service', 'apache cassandra', 'apache hadoop', 'apache kafka', 'api', 'aws', 'azure', 'data warehousing', 'database', 'etl frameworks', 'google bigquery', 'google cloud platform', 'google dataflow', 'javascript', 'mysql', 'nosql', 'postgres', 'python programming', 'spark-sql']",amazon redshift amazon simple storage service apache cassandra apache hadoop apache kafka api aws azure data warehousing database etl frameworks google bigquery google cloud platform google dataflow javascript mysql nosql postgres python programming spark-sql,2
Principal Software Engineer - Backend,Enlyft,"Pune, Maharashtra, India",14-16 year,"The Principal Software Engineer is charged with leading large-scale and complex projects to ensure they meet high standards for performance, scalability, and reliability. This role collaborates...","Aartificial intelligence,Analytical and Problem solving,API,AWS,Azure,Continuous Integration & Continuous Delivery - CI/CD,Data Modeling,Data pipelines,Database,DevOps,Docker,Generative AI,Google Cloud Platform (GCP),JavaScript,Kubernetes-K8s,Machine learning techniques,Node.js,NoSQL,Python Programming,RESTful,SQL",22 Dec 2024,https://www.karkidi.com/job-details/86696-principal-software-engineer-backend-job,Full Time,2025-05-20T18:01:32.549420,"['aartificial intelligence', 'analytical and problem solving', 'api', 'aws', 'azure', 'continuous integration continuous delivery - ci cd', 'data modeling', 'data pipelines', 'database', 'devops', 'docker', 'generative ai', 'google cloud platform', 'javascript', 'kubernetes-k8s', 'machine learning techniques', 'node.js', 'nosql', 'python programming', 'restful', 'sql']",aartificial intelligence analytical and problem solving api aws azure continuous integration continuous delivery - ci cd data modeling data pipelines database devops docker generative ai google cloud platform javascript kubernetes-k8s machine learning techniques node.js nosql python programming restful sql,3
Principal Engineer - Data,Enlyft,"Pune, Maharashtra, India",14-16 year,"Data and AI are at the core of the Enlyft platform. We are looking for creative, customer and detail-obsessed data engineers who can contribute to our strong engineering culture. Our big data...","Amazon RedShift,Amazon Simple Storage Service (S3),Analytical and Problem solving,Apache Cassandra,Apache Hadoop,Apache Kafka,AWS,Azure,Database,ETL frameworks,Google BigQuery,Google Cloud Platform (GCP),JavaScript,MySQL,NoSQL,Postgres,Python Programming,Spark-SQL",22 Dec 2024,https://www.karkidi.com/job-details/86695-principal-engineer-data-job,Full Time,2025-05-20T18:01:32.550058,"['amazon redshift', 'amazon simple storage service', 'analytical and problem solving', 'apache cassandra', 'apache hadoop', 'apache kafka', 'aws', 'azure', 'database', 'etl frameworks', 'google bigquery', 'google cloud platform', 'javascript', 'mysql', 'nosql', 'postgres', 'python programming', 'spark-sql']",amazon redshift amazon simple storage service analytical and problem solving apache cassandra apache hadoop apache kafka aws azure database etl frameworks google bigquery google cloud platform javascript mysql nosql postgres python programming spark-sql,2
